id,invoice_id,track_id,unit_price,quantity
80,9,1279,0.99,1
81,9,2098,0.99,1
82,9,3399,0.99,1
83,9,1983,0.99,1
84,9,993,0.99,1
85,9,196,0.99,1
86,10,2663,0.99,1
87,10,3290,0.99,1
88,11,2597,0.99,1
89,11,2203,0.99,1
90,11,2420,0.99,1
91,11,2643,0.99,1
92,11,3072,0.99,1
93,11,1138,0.99,1
94,11,2391,0.99,1
95,11,2257,0.99,1
96,11,610,0.99,1
97,11,1419,0.99,1
98,11,3452,0.99,1
99,12,1463,0.99,1
100,12,690,0.99,1
101,12,2663,0.99,1
102,12,92,0.99,1
103,13,2553,0.99,1
104,14,541,0.99,1
105,15,3050,0.99,1
106,15,1489,0.99,1
107,15,807,0.99,1
108,15,3336,0.99,1
109,16,2160,0.99,1
110,16,875,0.99,1
111,16,83,0.99,1
112,16,16,0.99,1
113,16,1756,0.99,1
114,16,3460,0.99,1
115,16,93,0.99,1
116,16,24,0.99,1
117,16,21,0.99,1
118,17,2400,0.99,1
119,17,1610,0.99,1
120,17,1973,0.99,1
121,17,2553,0.99,1
122,17,59,0.99,1
123,17,2270,0.99,1
124,17,55,0.99,1
125,17,2564,0.99,1
126,17,2171,0.99,1
127,17,2522,0.99,1
128,17,1419,0.99,1
129,18,1027,0.99,1
130,18,3142,0.99,1
131,18,1583,0.99,1
132,18,1752,0.99,1
133,18,2736,0.99,1
134,19,105,0.99,1
135,19,2669,0.99,1
136,19,1784,0.99,1
137,19,3460,0.99,1
138,19,2640,0.99,1
139,19,1310,0.99,1
140,19,2510,0.99,1
141,20,905,0.99,1
142,20,102,0.99,1
143,20,3336,0.99,1
144,20,1132,0.99,1
145,20,337,0.99,1
146,20,60,0.99,1
147,20,3357,0.99,1
148,20,3225,0.99,1
149,20,3297,0.99,1
150,20,3297,0.99,1
151,21,1461,0.99,1
152,21,2556,0.99,1
153,21,1434,0.99,1
154,21,3135,0.99,1
155,21,1473,0.99,1
156,21,1502,0.99,1
157,21,13,0.99,1
158,21,2971,0.99,1
159,21,2561,0.99,1
160,22,1000,0.99,1
161,22,383,0.99,1
162,23,1,0.99,1
163,23,6,0.99,1
164,23,7,0.99,1
165,23,8,0.99,1
166,23,9,0.99,1
167,23,10,0.99,1
168,23,11,0.99,1
169,23,12,0.99,1
170,23,13,0.99,1
171,23,14,0.99,1
172,24,1146,0.99,1
173,24,1147,0.99,1
174,24,1148,0.99,1
175,24,1149,0.99,1
176,24,1150,0.99,1
177,24,1151,0.99,1
178,24,1152,0.99,1
179,24,1153,0.99,1
180,24,1154,0.99,1
181,24,1155,0.99,1
182,24,1156,0.99,1
183,24,1157,0.99,1
184,25,46,0.99,1
185,25,948,0.99,1
186,25,2185,0.99,1
187,25,3049,0.99,1
188,25,1167,0.99,1
189,25,32,0.99,1
190,25,1800,0.99,1
191,25,1477,0.99,1
192,26,2670,0.99,1
193,26,85,0.99,1
194,27,3439,0.99,1
195,27,3014,0.99,1
196,27,1280,0.99,1
197,27,1496,0.99,1
198,27,2229,0.99,1
199,27,1445,0.99,1
200,27,2230,0.99,1
201,27,3105,0.99,1
202,28,36,0.99,1
203,28,3456,0.99,1
204,28,932,0.99,1
205,29,1025,0.99,1
206,29,2462,0.99,1
207,29,3341,0.99,1
208,29,1626,0.99,1
209,29,2395,0.99,1
210,29,479,0.99,1
211,30,919,0.99,1
212,30,3461,0.99,1
213,30,33,0.99,1
214,30,2341,0.99,1
215,30,1139,0.99,1
216,30,3109,0.99,1
217,30,2013,0.99,1
218,30,990,0.99,1
219,30,2413,0.99,1
220,30,2396,0.99,1
221,30,3464,0.99,1
222,31,2731,0.99,1
223,31,2732,0.99,1
224,31,2733,0.99,1
225,31,2734,0.99,1
226,31,2735,0.99,1
227,31,2736,0.99,1
228,31,2737,0.99,1
229,31,2738,0.99,1
230,31,2739,0.99,1
231,31,2740,0.99,1
232,31,2741,0.99,1
233,31,2742,0.99,1
234,31,2743,0.99,1
235,31,2744,0.99,1
236,31,2745,0.99,1
237,31,2746,0.99,1
238,31,2747,0.99,1
239,31,2748,0.99,1
240,31,2749,0.99,1
241,31,2750,0.99,1
242,32,38,0.99,1
243,32,39,0.99,1
244,32,40,0.99,1
245,32,41,0.99,1
246,32,42,0.99,1
247,32,43,0.99,1
248,32,44,0.99,1
249,32,45,0.99,1
250,32,46,0.99,1
251,32,47,0.99,1
252,32,48,0.99,1
253,32,49,0.99,1
254,32,50,0.99,1
255,33,3307,0.99,1
256,33,2736,0.99,1
257,33,2542,0.99,1
258,33,2697,0.99,1
259,34,610,0.99,1
260,35,2377,0.99,1
261,35,80,0.99,1
262,35,836,0.99,1
263,35,6,0.99,1
264,35,3475,0.99,1
265,36,1582,0.99,1
266,36,968,0.99,1
267,36,2233,0.99,1
268,36,153,0.99,1
269,36,1493,0.99,1
270,36,2656,0.99,1
271,36,1168,0.99,1
272,37,3458,0.99,1
273,37,1428,0.99,1
274,37,3329,0.99,1
275,37,698,0.99,1
276,37,1014,0.99,1
277,37,3336,0.99,1
278,37,3297,0.99,1
279,37,1166,0.99,1
280,37,3392,0.99,1
281,37,1763,0.99,1
282,38,2960,0.99,1
283,38,154,0.99,1
284,38,3272,0.99,1
285,38,2557,0.99,1
286,38,1566,0.99,1
287,38,1472,0.99,1
288,38,3409,0.99,1
289,39,2308,0.99,1
290,39,1669,0.99,1
291,39,2415,0.99,1
292,39,3142,0.99,1
293,39,3366,0.99,1
294,39,184,0.99,1
295,39,2519,0.99,1
296,39,3424,0.99,1
297,40,2382,0.99,1
298,40,2654,0.99,1
299,40,2556,0.99,1
300,40,108,0.99,1
301,40,553,0.99,1
302,40,2737,0.99,1
303,40,686,0.99,1
304,40,1626,0.99,1
305,40,3460,0.99,1
306,40,2237,0.99,1
307,41,153,0.99,1
308,41,3457,0.99,1
309,41,2511,0.99,1
310,41,2698,0.99,1
311,41,2945,0.99,1
312,41,1947,0.99,1
313,41,3336,0.99,1
314,41,773,0.99,1
315,42,2646,0.99,1
316,42,3074,0.99,1
317,42,711,0.99,1
318,42,13,0.99,1
319,42,1047,0.99,1
320,42,699,0.99,1
321,42,580,0.99,1
322,42,897,0.99,1
323,42,153,0.99,1
324,43,918,0.99,1
325,43,2342,0.99,1
326,43,1162,0.99,1
327,43,1654,0.99,1
328,43,1768,0.99,1
329,43,2641,0.99,1
330,43,1997,0.99,1
331,44,3052,0.99,1
332,44,3053,0.99,1
333,44,3054,0.99,1
334,44,3055,0.99,1
335,44,3056,0.99,1
336,44,3057,0.99,1
337,44,3058,0.99,1
338,44,3059,0.99,1
339,44,3060,0.99,1
340,44,3061,0.99,1
341,44,3062,0.99,1
342,44,3063,0.99,1
343,45,1890,0.99,1
344,45,1787,0.99,1
345,45,2731,0.99,1
346,45,2649,0.99,1
347,45,102,0.99,1
348,45,158,0.99,1
349,45,1976,0.99,1
350,45,1837,0.99,1
351,46,2639,0.99,1
352,46,2640,0.99,1
353,46,2641,0.99,1
354,46,2642,0.99,1
355,46,2643,0.99,1
356,46,2644,0.99,1
357,46,2645,0.99,1
358,46,2646,0.99,1
359,46,2647,0.99,1
360,46,2648,0.99,1
361,46,2649,0.99,1
362,47,3396,0.99,1
363,47,2518,0.99,1
364,47,2095,0.99,1
365,47,449,0.99,1
366,47,478,0.99,1
367,47,8,0.99,1
368,48,2210,0.99,1
369,48,427,0.99,1
370,48,1167,0.99,1
371,48,58,0.99,1
372,49,2561,0.99,1
373,49,1877,0.99,1
374,49,146,0.99,1
375,49,1162,0.99,1
376,49,146,0.99,1
377,50,1905,0.99,1
378,50,2155,0.99,1
379,50,3388,0.99,1
380,50,2455,0.99,1
381,50,1794,0.99,1
382,50,1511,0.99,1
383,50,3455,0.99,1
384,51,2265,0.99,1
385,51,2171,0.99,1
386,51,692,0.99,1
387,51,3046,0.99,1
388,51,1184,0.99,1
389,51,126,0.99,1
390,51,475,0.99,1
391,51,34,0.99,1
392,52,2664,0.99,1
393,52,2665,0.99,1
394,52,2666,0.99,1
395,52,2667,0.99,1
396,52,2668,0.99,1
397,52,2669,0.99,1
398,52,2670,0.99,1
399,52,2671,0.99,1
400,52,2672,0.99,1
401,52,2673,0.99,1
402,52,2674,0.99,1
403,52,2675,0.99,1
404,53,1551,0.99,1
405,53,207,0.99,1
406,53,1846,0.99,1
407,54,1773,0.99,1
408,54,1774,0.99,1
409,54,1775,0.99,1
410,54,1776,0.99,1
411,54,1777,0.99,1
412,54,1778,0.99,1
413,54,1779,0.99,1
414,54,1780,0.99,1
415,54,1781,0.99,1
416,54,1782,0.99,1
417,54,1783,0.99,1
418,54,1784,0.99,1
419,54,1785,0.99,1
420,54,1786,0.99,1
421,54,1787,0.99,1
422,54,1788,0.99,1
423,54,1789,0.99,1
424,54,1790,0.99,1
425,55,1552,0.99,1
426,55,2672,0.99,1
427,55,2006,0.99,1
428,55,2453,0.99,1
429,55,548,0.99,1
430,55,349,0.99,1
431,55,2552,0.99,1
432,55,2675,0.99,1
433,55,155,0.99,1
434,55,481,0.99,1
435,56,2254,0.99,1
436,56,2255,0.99,1
437,56,2256,0.99,1
438,56,2257,0.99,1
439,56,2258,0.99,1
440,56,2259,0.99,1
441,56,2260,0.99,1
442,56,2261,0.99,1
443,56,2262,0.99,1
444,56,2263,0.99,1
445,56,2264,0.99,1
446,56,2265,0.99,1
447,56,2266,0.99,1
448,56,2267,0.99,1
449,56,2268,0.99,1
450,56,2269,0.99,1
451,56,2270,0.99,1
452,57,2948,0.99,1
453,58,1029,0.99,1
454,58,2644,0.99,1
455,58,2395,0.99,1
456,58,2669,0.99,1
457,58,2630,0.99,1
458,58,1745,0.99,1
459,59,449,0.99,1
460,59,3491,0.99,1
461,59,1053,0.99,1
462,59,2640,0.99,1
463,59,2563,0.99,1
464,59,2731,0.99,1
465,59,1123,0.99,1
466,59,198,0.99,1
467,59,3336,0.99,1
468,59,1463,0.99,1
469,59,3390,0.99,1
470,60,479,0.99,1
471,60,1875,0.99,1
472,60,544,0.99,1
473,60,1030,0.99,1
474,60,2416,0.99,1
475,60,1167,0.99,1
476,60,1826,0.99,1
477,60,46,0.99,1
478,61,2609,0.99,1
479,61,2610,0.99,1
480,61,2611,0.99,1
481,61,2612,0.99,1
482,61,2613,0.99,1
483,61,2614,0.99,1
484,61,2615,0.99,1
485,61,2616,0.99,1
486,61,2617,0.99,1
487,61,2618,0.99,1
488,61,2619,0.99,1
489,61,2620,0.99,1
490,62,2989,0.99,1
491,62,97,0.99,1
492,62,2680,0.99,1
493,63,444,0.99,1
494,63,3470,0.99,1
495,63,3376,0.99,1
496,63,1994,0.99,1
497,63,6,0.99,1
498,63,8,0.99,1
499,64,38,0.99,1
500,64,39,0.99,1
501,64,40,0.99,1
502,64,41,0.99,1
503,64,42,0.99,1
504,64,43,0.99,1
505,64,44,0.99,1
506,64,45,0.99,1
507,64,46,0.99,1
508,64,47,0.99,1
509,64,48,0.99,1
510,64,49,0.99,1
511,64,50,0.99,1
512,65,1139,0.99,1
513,65,539,0.99,1
514,66,1435,0.99,1
515,66,1761,0.99,1
516,66,3377,0.99,1
517,66,1785,0.99,1
518,66,442,0.99,1
519,66,1951,0.99,1
520,66,2334,0.99,1
521,67,2401,0.99,1
522,67,2287,0.99,1
523,67,84,0.99,1
524,67,3099,0.99,1
525,67,3468,0.99,1
526,67,2413,0.99,1
527,67,2164,0.99,1
528,67,3478,0.99,1
529,67,787,0.99,1
530,67,9,0.99,1
531,67,861,0.99,1
532,68,2575,0.99,1
533,68,1669,0.99,1
534,68,2265,0.99,1
535,68,61,0.99,1
536,68,751,0.99,1
537,68,3353,0.99,1
538,68,2008,0.99,1
539,68,1903,0.99,1
540,68,910,0.99,1
541,68,2236,0.99,1
542,68,1990,0.99,1
543,69,85,0.99,1
544,69,86,0.99,1
545,69,87,0.99,1
546,69,88,0.99,1
547,69,89,0.99,1
548,69,90,0.99,1
549,69,91,0.99,1
550,69,92,0.99,1
551,69,93,0.99,1
552,69,94,0.99,1
553,69,95,0.99,1
554,69,96,0.99,1
555,69,97,0.99,1
556,69,98,0.99,1
557,70,2307,0.99,1
558,71,2254,0.99,1
559,71,2255,0.99,1
560,71,2256,0.99,1
561,71,2257,0.99,1
562,71,2258,0.99,1
563,71,2259,0.99,1
564,71,2260,0.99,1
565,71,2261,0.99,1
566,71,2262,0.99,1
567,71,2263,0.99,1
568,71,2264,0.99,1
569,71,2265,0.99,1
570,71,2266,0.99,1
571,71,2267,0.99,1
572,71,2268,0.99,1
573,71,2269,0.99,1
574,71,2270,0.99,1
575,72,30,0.99,1
576,72,2564,0.99,1
577,72,1658,0.99,1
578,73,2391,0.99,1
579,73,2392,0.99,1
580,73,2393,0.99,1
581,73,2394,0.99,1
582,73,2395,0.99,1
583,73,2396,0.99,1
584,73,2397,0.99,1
585,73,2398,0.99,1
586,73,2399,0.99,1
587,73,2400,0.99,1
588,73,2401,0.99,1
589,73,2402,0.99,1
590,73,2403,0.99,1
591,73,2404,0.99,1
592,73,2405,0.99,1
593,74,1743,0.99,1
594,74,3081,0.99,1
595,75,22,0.99,1
596,75,1488,0.99,1
597,75,1977,0.99,1
598,75,1233,0.99,1
599,76,1020,0.99,1
600,76,1021,0.99,1
601,76,1022,0.99,1
602,76,1023,0.99,1
603,76,1024,0.99,1
604,76,1025,0.99,1
605,76,1026,0.99,1
606,76,1027,0.99,1
607,76,1028,0.99,1
608,76,1029,0.99,1
609,76,1030,0.99,1
610,76,1031,0.99,1
611,76,1032,0.99,1
612,77,15,0.99,1
613,77,17,0.99,1
614,77,18,0.99,1
615,77,19,0.99,1
616,77,20,0.99,1
617,77,22,0.99,1
618,78,2592,0.99,1
619,78,1052,0.99,1
620,78,33,0.99,1
621,78,3336,0.99,1
622,78,1215,0.99,1
623,78,3370,0.99,1
624,78,2553,0.99,1
625,78,1126,0.99,1
626,78,3006,0.99,1
627,79,1902,0.99,1
628,79,1903,0.99,1
629,79,1904,0.99,1
630,79,1905,0.99,1
631,79,1906,0.99,1
632,79,1907,0.99,1
633,79,1908,0.99,1
634,79,1909,0.99,1
635,79,1910,0.99,1
636,79,1911,0.99,1
637,79,1912,0.99,1
638,79,1913,0.99,1
639,79,1914,0.99,1
640,79,1915,0.99,1
641,80,3400,0.99,1
642,81,1314,0.99,1
643,81,839,0.99,1
644,81,545,0.99,1
645,81,2554,0.99,1
646,81,904,0.99,1
647,81,3079,0.99,1
648,82,3291,0.99,1
649,82,1348,0.99,1
650,82,2417,0.99,1
651,82,2120,0.99,1
652,82,1332,0.99,1
653,82,2704,0.99,1
654,82,54,0.99,1
655,83,1163,0.99,1
656,83,1996,0.99,1
657,83,2750,0.99,1
658,83,2998,0.99,1
659,84,3455,0.99,1
660,84,3456,0.99,1
661,84,3457,0.99,1
662,84,3458,0.99,1
663,84,3459,0.99,1
664,84,3460,0.99,1
665,84,3461,0.99,1
666,84,3462,0.99,1
667,84,3463,0.99,1
668,84,3464,0.99,1
669,84,3465,0.99,1
670,84,3466,0.99,1
671,85,2555,0.99,1
672,85,1298,0.99,1
673,85,2740,0.99,1
674,85,2561,0.99,1
675,85,1972,0.99,1
676,86,2291,0.99,1
677,87,1600,0.99,1
678,87,2226,0.99,1
679,87,1503,0.99,1
680,87,3292,0.99,1
681,87,2593,0.99,1
682,87,1129,0.99,1
683,87,3349,0.99,1
684,87,3439,0.99,1
685,88,2679,0.99,1
686,88,2698,0.99,1
687,88,2386,0.99,1
688,88,1995,0.99,1
689,88,2597,0.99,1
690,89,1784,0.99,1
691,89,1900,0.99,1
692,90,2554,0.99,1
693,90,2555,0.99,1
694,90,2556,0.99,1
695,90,2557,0.99,1
696,90,2558,0.99,1
697,90,2559,0.99,1
698,90,2560,0.99,1
699,90,2561,0.99,1
700,90,2562,0.99,1
701,90,2563,0.99,1
702,90,2564,0.99,1
703,91,1209,0.99,1
704,91,130,0.99,1
705,91,94,0.99,1
706,91,2367,0.99,1
707,91,2599,0.99,1
708,91,1948,0.99,1
709,91,1488,0.99,1
710,91,2654,0.99,1
711,91,3424,0.99,1
712,91,481,0.99,1
713,91,1817,0.99,1
714,92,1414,0.99,1
715,92,1415,0.99,1
716,92,1416,0.99,1
717,92,1417,0.99,1
718,92,1418,0.99,1
719,92,1419,0.99,1
720,92,1420,0.99,1
721,92,1421,0.99,1
722,92,1422,0.99,1
723,92,1423,0.99,1
724,92,1424,0.99,1
725,92,1425,0.99,1
726,92,1426,0.99,1
727,92,1427,0.99,1
728,92,1428,0.99,1
729,92,1429,0.99,1
730,92,1430,0.99,1
731,92,1431,0.99,1
732,92,1432,0.99,1
733,92,1433,0.99,1
734,93,1490,0.99,1
735,93,778,0.99,1
736,93,1787,0.99,1
737,93,1121,0.99,1
738,93,2639,0.99,1
739,93,2261,0.99,1
740,93,20,0.99,1
741,93,3041,0.99,1
742,93,1798,0.99,1
743,93,1023,0.99,1
744,94,50,0.99,1
745,94,1173,0.99,1
746,94,2657,0.99,1
747,94,1064,0.99,1
748,94,3359,0.99,1
749,94,1677,0.99,1
750,94,1351,0.99,1
751,94,2595,0.99,1
752,95,3299,0.99,1
753,95,2550,0.99,1
754,95,1278,0.99,1
755,95,473,0.99,1
756,95,1001,0.99,1
757,95,110,0.99,1
758,95,54,0.99,1
759,95,27,0.99,1
760,95,681,0.99,1
761,95,3078,0.99,1
762,95,2339,0.99,1
763,96,1129,0.99,1
764,96,2227,0.99,1
765,96,1000,0.99,1
766,96,3438,0.99,1
767,96,2189,0.99,1
768,96,453,0.99,1
769,97,1784,0.99,1
770,97,3336,0.99,1
771,97,3104,0.99,1
772,97,16,0.99,1
773,97,2544,0.99,1
774,97,454,0.99,1
775,98,1995,0.99,1
776,98,2624,0.99,1
777,98,690,0.99,1
778,98,419,0.99,1
779,98,1852,0.99,1
780,98,609,0.99,1
781,98,2426,0.99,1
782,98,1904,0.99,1
783,98,2645,0.99,1
784,98,2255,0.99,1
785,99,2591,0.99,1
786,99,2592,0.99,1
787,99,2593,0.99,1
788,99,2594,0.99,1
789,99,2595,0.99,1
790,99,2596,0.99,1
791,99,2597,0.99,1
792,99,2598,0.99,1
793,99,2599,0.99,1
794,99,2600,0.99,1
795,99,2601,0.99,1
796,99,2602,0.99,1
797,99,2603,0.99,1
798,99,2604,0.99,1
799,99,2605,0.99,1
800,99,2606,0.99,1
801,99,2607,0.99,1
802,99,2608,0.99,1
803,100,996,0.99,1
804,100,2560,0.99,1
805,100,2006,0.99,1
806,100,2648,0.99,1
807,100,1181,0.99,1
808,100,1493,0.99,1
809,101,3356,0.99,1
810,101,83,0.99,1
811,101,2519,0.99,1
812,101,2269,0.99,1
813,102,3472,0.99,1
814,102,1486,0.99,1
815,102,1372,0.99,1
816,102,33,0.99,1
817,102,1992,0.99,1
818,102,421,0.99,1
819,102,1469,0.99,1
820,102,1197,0.99,1
821,102,1218,0.99,1
822,102,2549,0.99,1
823,103,2234,0.99,1
824,103,2007,0.99,1
825,103,2275,0.99,1
826,103,2419,0.99,1
827,103,1029,0.99,1
828,103,3336,0.99,1
829,104,3097,0.99,1
830,104,1508,0.99,1
831,105,751,0.99,1
832,105,3355,0.99,1
833,105,2385,0.99,1
834,105,2187,0.99,1
835,105,2748,0.99,1
836,105,1793,0.99,1
837,105,2381,0.99,1
838,105,1387,0.99,1
839,106,2,0.99,1
840,106,1485,0.99,1
841,106,2186,0.99,1
842,106,1592,0.99,1
843,106,3476,0.99,1
844,106,2445,0.99,1
845,106,1814,0.99,1
846,106,488,0.99,1
847,107,1179,0.99,1
848,107,2011,0.99,1
849,107,700,0.99,1
850,107,1984,0.99,1
851,107,1819,0.99,1
852,107,1799,0.99,1
853,107,24,0.99,1
854,107,3288,0.99,1
855,107,1,0.99,1
856,107,2419,0.99,1
857,107,1132,0.99,1
858,108,102,0.99,1
859,108,58,0.99,1
860,108,158,0.99,1
861,108,1214,0.99,1
862,108,2737,0.99,1
863,109,486,0.99,1
864,109,1055,0.99,1
865,109,1796,0.99,1
866,109,1195,0.99,1
867,109,2445,0.99,1
868,109,709,0.99,1
869,109,681,0.99,1
870,109,3293,0.99,1
871,109,425,0.99,1
872,109,340,0.99,1
873,109,2381,0.99,1
874,110,444,0.99,1
875,110,2596,0.99,1
876,110,81,0.99,1
877,110,3378,0.99,1
878,110,3105,0.99,1
879,110,2234,0.99,1
880,111,3484,0.99,1
881,111,2429,0.99,1
882,111,597,0.99,1
883,111,1139,0.99,1
884,111,48,0.99,1
885,112,1479,0.99,1
886,112,1480,0.99,1
887,112,1481,0.99,1
888,112,1482,0.99,1
889,112,1483,0.99,1
890,112,1484,0.99,1
891,112,1485,0.99,1
892,112,1486,0.99,1
893,112,1487,0.99,1
894,112,1488,0.99,1
895,112,1489,0.99,1
896,112,1490,0.99,1
897,112,1491,0.99,1
898,112,1492,0.99,1
899,112,1493,0.99,1
900,112,1494,0.99,1
901,112,1495,0.99,1
902,113,2762,0.99,1
903,113,2383,0.99,1
904,113,2662,0.99,1
905,113,2693,0.99,1
906,113,1657,0.99,1
907,113,577,0.99,1
908,113,1034,0.99,1
909,113,134,0.99,1
910,113,1473,0.99,1
911,113,3087,0.99,1
912,114,1479,0.99,1
913,114,1480,0.99,1
914,114,1481,0.99,1
915,114,1482,0.99,1
916,114,1483,0.99,1
917,114,1484,0.99,1
918,114,1485,0.99,1
919,114,1486,0.99,1
920,114,1487,0.99,1
921,114,1488,0.99,1
922,114,1489,0.99,1
923,114,1490,0.99,1
924,114,1491,0.99,1
925,114,1492,0.99,1
926,114,1493,0.99,1
927,114,1494,0.99,1
928,114,1495,0.99,1
929,115,298,0.99,1
930,115,2269,0.99,1
931,115,2610,0.99,1
932,115,1188,0.99,1
933,115,3370,0.99,1
934,115,2990,0.99,1
935,115,2684,0.99,1
936,115,1224,0.99,1
937,115,84,0.99,1
938,116,571,0.99,1
939,116,2739,0.99,1
940,116,1568,0.99,1
941,116,2975,0.99,1
942,116,1887,0.99,1
943,116,3092,0.99,1
944,116,35,0.99,1
945,116,66,0.99,1
946,116,1180,0.99,1
947,116,21,0.99,1
948,116,2254,0.99,1
949,117,4,0.99,1
950,117,3316,0.99,1
951,117,2558,0.99,1
952,117,2591,0.99,1
953,117,1880,0.99,1
954,117,831,0.99,1
955,117,1482,0.99,1
956,117,2174,0.99,1
957,117,3305,0.99,1
958,117,3365,0.99,1
959,117,614,0.99,1
960,118,3111,0.99,1
961,119,1556,0.99,1
962,119,2508,0.99,1
963,120,17,0.99,1
964,120,1126,0.99,1
965,120,2749,0.99,1
966,120,2596,0.99,1
967,120,2738,0.99,1
968,120,2350,0.99,1
969,121,2656,0.99,1
970,121,2549,0.99,1
971,121,1829,0.99,1
972,121,44,0.99,1
973,121,40,0.99,1
974,121,2674,0.99,1
975,121,3452,0.99,1
976,121,344,0.99,1
977,121,32,0.99,1
978,122,2014,0.99,1
979,122,28,0.99,1
980,122,42,0.99,1
981,122,839,0.99,1
982,122,1195,0.99,1
983,123,2003,0.99,1
984,123,2004,0.99,1
985,123,2005,0.99,1
986,123,2006,0.99,1
987,123,2007,0.99,1
988,123,2008,0.99,1
989,123,2009,0.99,1
990,123,2010,0.99,1
991,123,2011,0.99,1
992,123,2012,0.99,1
993,123,2013,0.99,1
994,123,2014,0.99,1
995,124,3100,0.99,1
996,124,3323,0.99,1
997,124,2328,0.99,1
998,124,470,0.99,1
999,124,1017,0.99,1
1000,124,1816,0.99,1
